gene_id,S17S17_1,S17S17_2,S17S17_3,S17SDMSO_1,S17SDMSO_2,S17SDMSO_3,S5S1_1,S5S1_2,S5S1_3,S5SDMSO_1,S5SDMSO_2,S5SDMSO_3,S17S18_1,S17S18_2,S17S18_3,S13S8_1,S13S8_2,S13S8_3,S13SDMSO_1,S13SDMSO_2,S13SDMSO_3,S6S6_1,S6S6_2,S6S6_3,S6SDMSO_1,S6SDMSO_2,S6SDMSO_3
ITIH5,0.0,0.0,0.0,0.00552786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00599835,0.0
ITIH6,0.270627,0.223884,0.1532,0.144265,0.138286,0.123186,0.409599,0.596532,0.407507,0.189029,0.10205,0.159734,0.277369,0.175047,0.289696,0.0217518,0.0368177,0.0358362,0.13178,0.194371,0.224734,0.25188,0.170322,0.269726,0.272054,0.266895,0.17684
ITK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00920407,0.0,0.0,0.0,0.0,0.0,0.010837,0.0
ITLN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337849,0.0,0.0,0.0,0.0,0.0
ITLN2,0.0531442,0.0,0.0,0.0,0.0237492,0.0,0.0,0.0,0.0733634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0238876,0.0,0.0,0.0,0.0,0.0
ITM2A,0.0391821,0.0363774,0.0370121,0.0,0.0,0.0,0.0,0.0331722,0.0,0.032288,0.0,0.0351322,0.0,0.0,0.0,0.0,0.0350478,0.0,0.0,0.033517,0.0359822,0.0,0.159182,0.1016,0.0983682,0.0387157,0.0685967
ITM2B,104.601,110.995,147.79,116.01,112.585,135.708,112.429,122.349,110.653,125.885,131.896,133.676,129.28,113.388,117.485,100.635,97.0486,93.1817,120.714,116.566,120.98,108.131,106.153,110.931,120.768,132.112,137.78
ITM2C,1.67263,2.01977,1.26686,1.85743,1.91882,2.12942,2.24501,3.2389,2.18031,2.27333,2.68019,2.65167,2.12405,1.9371,1.97459,3.95393,5.41955,4.68255,3.27424,4.55833,4.326,2.23623,2.01011,1.71364,2.42626,3.32273,2.64328
ITPA,3.16947,2.77287,2.36103,3.05005,2.27529,2.62537,2.75505,3.32762,2.71774,2.68997,2.68032,2.91478,2.7222,2.69293,2.90265,5.35035,4.89438,4.11663,3.75104,4.45163,4.08097,3.20068,2.52671,2.48302,3.56416,4.13289,4.39901
ITPK1,19.5576,18.0171,15.4484,21.6191,23.3496,22.9522,19.6641,21.5547,18.7885,17.7384,17.8449,18.4882,15.9279,18.0918,22.0413,23.5141,22.8048,23.1991,28.35,41.8403,34.5807,27.6743,24.7014,25.7082,23.5812,25.5536,25.2352
ITPKA,1.26763,1.67619,0.900641,1.42151,1.51436,1.33523,1.4258,2.00543,0.840897,1.3392,1.19591,1.47789,0.908841,0.873466,1.30636,1.95255,2.60561,2.28776,2.42818,3.72778,3.36918,1.25856,1.11448,0.974291,1.36326,1.30911,1.71088
ITPKB,1.06088,1.08085,0.958006,0.681007,0.761651,0.628542,1.31556,1.24498,1.03252,1.17732,1.26202,1.23695,0.948962,1.088,0.87847,0.461544,0.563757,0.589647,0.928718,1.39987,1.26376,0.87281,0.782672,0.854276,1.06453,1.05045,0.954226
ITPKC,11.0557,10.8329,7.48615,8.01879,8.70849,7.85792,14.8,17.9168,13.8541,12.2233,12.6146,13.4001,8.51235,10.9927,10.8631,20.7879,18.8679,18.6767,9.72737,14.0118,12.7047,13.0747,11.7935,12.231,12.8568,11.9357,12.9074
ITPR1,0.0956784,0.167141,0.105217,0.141322,0.135331,0.127963,0.136854,0.0622666,0.113642,0.0793584,0.0902853,0.0737408,0.0951581,0.0890098,0.115616,0.229973,0.295957,0.201483,0.276359,0.0938144,0.147768,0.0966939,0.141213,0.132652,0.0809581,0.109256,0.095231
ITPR2,1.47039,1.53088,1.41262,1.70188,1.56617,1.503,1.74387,1.07909,1.92978,1.53491,1.50158,1.49065,1.938,1.7765,2.00567,0.580327,0.777112,0.781869,1.86681,0.35676,0.717595,1.83622,2.29361,2.30956,1.26265,0.979384,0.99477
ITPR3,12.4234,11.9676,11.2437,11.8673,12.0926,10.9515,17.4434,19.3536,17.7785,16.4031,16.847,16.8204,11.7621,12.9896,16.3076,13.891,14.3884,15.0606,14.318,18.1816,17.1849,18.0176,16.2731,16.5216,18.1315,19.143,17.5397
ITPRIP,0.602169,0.776865,0.56356,0.726126,0.587084,0.548633,0.700479,0.787702,0.59955,0.651109,0.616095,0.658225,0.501234,0.707151,0.749455,0.464397,0.410686,0.500989,0.567817,0.854637,0.909742,0.601583,0.550218,0.521948,0.604175,0.646038,0.597364
ITPRIPL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00972015,0.0283517,0.0,0.00897827,0.0,0.0,0.0,0.0,0.0
ITPRIPL2,1.30379,0.862033,1.07154,1.09258,1.24266,0.957356,2.154,2.22359,1.96086,1.85811,1.73694,2.01882,1.22862,1.72603,1.27589,2.8196,3.04508,2.99072,1.35479,1.26944,1.62322,1.65606,1.47477,1.65819,1.40755,1.69742,1.37488
ITSN1,1.20215,1.19589,1.17854,1.166,0.925711,1.04474,1.01577,0.913823,1.16639,0.943825,1.06708,1.06938,1.17228,1.21251,1.32617,0.949485,1.11023,1.028,0.832405,0.399975,0.538534,1.04335,1.34544,1.28482,1.02863,0.989407,0.987448
ITSN2,3.10557,3.26243,2.78498,2.60138,2.63738,2.53911,3.08423,2.22583,3.33885,3.39669,3.23461,3.43353,2.91574,3.62737,3.24494,1.51231,1.79347,1.7578,2.03922,0.686992,1.05605,3.55741,4.19015,4.33824,2.45353,1.91656,2.11949
IVD,7.93982,7.89616,6.19826,8.96358,9.24894,8.64869,9.19474,10.9578,8.45465,9.37545,9.74317,8.8039,7.15139,7.10628,7.08591,7.03252,6.85249,7.41278,11.1933,14.7653,13.4331,8.91602,8.91582,9.00478,10.704,11.7127,11.4066
IVL,0.0,0.0158046,0.0307854,0.0,0.0309749,0.0,0.0,0.0174137,0.0172787,0.0164394,0.0169948,0.0,0.0152341,0.0160965,0.0,0.0,0.0,0.0,0.0,0.0337575,0.0177336,0.0325753,0.0,0.0331187,0.0,0.0,0.0
IVNS1ABP,7.49915,8.3626,9.295,11.5288,10.7195,10.6683,8.32814,6.8137,7.97965,8.98579,9.0815,9.21796,11.1838,8.37274,8.02997,3.84834,3.65951,3.73492,8.8528,4.87664,6.31255,7.44505,8.14194,8.12283,8.22693,7.40968,8.491
IWS1,8.46915,8.58069,8.85161,9.90868,9.31739,8.88316,7.79553,5.53189,7.93265,7.063,7.55147,7.88181,9.38117,8.26873,9.62678,5.0027,5.88416,4.85094,6.95163,2.88629,4.57938,6.4801,8.17901,7.8552,6.97458,6.24287,5.80415
IYD,0.0126272,0.0,0.0117348,0.0,0.0226226,0.0117471,0.0224131,0.00537191,0.0,0.00520339,0.0269061,0.0113997,0.0124,0.0,0.0,0.0169113,0.0,0.00563666,0.0167269,0.0,0.0119966,0.0160481,0.00512789,0.021927,0.0215633,0.00644102,0.0115531
IZUMO1,0.0650397,0.0614187,0.150832,0.0924758,0.118288,0.03071,0.0569238,0.27835,0.172182,0.0841274,0.202704,0.120139,0.124821,0.156501,0.150949,0.0283815,0.143015,0.0838095,0.0,0.0575958,0.0310229,0.0828748,0.191441,0.144351,0.0847646,0.162541,0.0582865
IZUMO1R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0742426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IZUMO2,0.157004,0.0,0.0,0.222138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0675306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IZUMO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IZUMO4,0.218487,0.462356,0.281821,0.666386,0.567423,0.811352,0.482164,0.203083,0.369375,0.410823,0.299068,0.258432,0.699448,0.340479,0.316818,0.985079,1.40171,0.917599,0.832897,0.471076,0.727984,0.0804065,0.246688,0.126278,0.252491,0.223382,0.1243
JADE1,1.5274,1.85339,1.48745,1.49674,1.60112,1.43802,1.55004,1.49261,1.86163,1.90363,1.83048,1.90428,1.28073,1.40788,1.66663,0.932104,0.787008,0.896203,1.46234,1.35764,1.38307,1.8439,1.68207,2.01253,1.84484,1.761,1.87145
JADE2,11.7817,13.444,9.81091,9.36939,9.8499,8.90304,13.2797,15.049,12.8432,13.9055,14.1731,12.9289,10.6127,12.1724,12.7244,8.25888,7.73528,8.56275,12.0184,15.6506,14.868,15.8864,13.8171,14.9646,15.6194,16.8654,15.2325
JADE3,3.56022,3.95212,2.98436,2.83256,3.3974,3.17991,3.9645,3.45367,4.03827,4.22686,3.8436,3.7687,3.29666,4.07353,3.70204,2.5942,3.00141,2.46835,3.01134,1.46172,2.4177,3.97968,4.40877,4.7266,3.65977,3.57146,3.53768
JAG1,3.91445,3.45539,3.20005,4.70259,5.17868,3.8866,4.47638,4.96285,4.82742,4.24842,4.37623,4.59402,3.52742,3.90571,4.7201,3.88812,3.25345,3.11768,5.31977,4.50433,4.83276,4.85153,4.78857,4.44104,3.74011,3.68847,4.04853
JAG2,7.97131,8.53074,6.76333,10.3078,11.0718,10.7519,9.01878,10.1285,9.66754,9.27275,8.75497,10.0862,6.34382,7.35652,8.07983,23.5864,21.3167,21.9613,13.7969,17.6712,16.5444,10.5691,10.1115,10.5617,8.75767,9.98244,9.41983
JAGN1,47.9228,48.1949,56.8439,42.6054,41.8017,44.378,44.9797,45.4614,39.7004,43.9197,45.8491,47.701,50.6206,47.4002,50.9493,65.7902,63.1899,64.5512,42.8736,48.1318,46.3071,47.1301,44.1792,42.3562,44.9328,54.1537,45.5478
JAK1,24.7072,28.3906,24.1304,27.6299,28.4286,25.9893,22.5792,18.2564,21.5151,22.9139,23.9889,22.5531,24.4415,24.6605,25.8164,16.5858,19.191,18.3717,25.4821,11.0061,17.2475,23.2517,25.9223,25.9252,25.1076,22.2755,22.3793
JAK2,5.63274,6.06379,5.29553,3.40854,2.94194,2.57434,4.21999,3.42282,5.19458,3.27712,3.24376,3.27026,4.0987,7.15428,5.78547,0.438561,0.488776,0.441429,2.03959,0.520288,0.790519,3.56781,3.92145,4.12062,3.98439,2.67439,3.25574
JAK3,0.223183,0.16085,0.108018,0.174267,0.340752,0.131316,0.101152,0.120723,0.129229,0.0674882,0.0908124,0.0717002,0.0895181,0.136057,0.175386,0.133589,0.0868471,0.111186,0.190657,0.15933,0.089293,0.177463,0.151263,0.15822,0.188865,0.18288,0.159785
JAKMIP1,0.0472008,0.0449767,0.0427354,0.0808124,0.146689,0.134045,0.0594739,0.0507343,0.111562,0.0255861,0.035134,0.0456434,0.0177804,0.0450272,0.103827,0.482513,0.380673,0.491331,0.144803,0.147284,0.102782,0.0250967,0.0580351,0.043752,0.0346867,0.0491845,0.089618
JAKMIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAKMIP3,0.0848953,0.150015,0.0560351,0.0961771,0.185646,0.139919,0.0796864,0.0830353,0.0987354,0.0794884,0.067144,0.084392,0.111805,0.128962,0.126277,0.470765,0.563482,0.522674,0.089861,0.114592,0.107331,0.0814993,0.0774934,0.110482,0.113622,0.110657,0.0864042
JAM2,0.0101354,0.018986,0.0467676,0.00942372,0.0360569,0.0471483,0.00892342,0.00858901,0.0266422,0.016647,0.0,0.0272203,0.0,0.00978456,0.00927284,0.0,0.0452206,0.0,0.00896782,0.0177186,0.0570123,0.0261909,0.00838544,0.0177685,0.0088394,0.0617878,0.00933898
JAM3,0.0149735,0.0140454,0.0,0.0,0.0,0.0,0.0,0.0,0.0133769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131518,0.0,0.0
JAML,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139683,0.0,0.0,0.0140355,0.0140644,0.0149983,0.0,0.0,0.0,0.0,0.0,0.0424866
JARID2,19.2169,18.5354,16.3186,18.0745,19.3288,16.208,26.0305,24.0344,27.1853,26.1025,26.0097,25.2202,19.9712,21.7624,25.9957,10.3091,10.7924,11.3357,17.3136,10.9716,14.6382,23.634,24.8826,24.2761,27.7538,25.1721,25.2349
JAZF1,1.45004,1.80484,1.85184,1.44105,1.35465,1.33061,1.08651,1.28325,1.379,1.27874,1.60724,1.2956,1.12952,2.1782,1.27152,1.0288,1.30916,1.3206,0.58422,0.682542,0.748547,1.8225,1.92886,1.91335,1.86017,1.63444,1.94598
JCAD,0.134838,0.225021,0.128524,0.18719,0.174937,0.15442,0.140079,0.11092,0.1353,0.154097,0.0774733,0.126821,0.0726308,0.173099,0.0915933,0.0974428,0.116915,0.196637,0.18711,0.107825,0.163466,0.0812248,0.106916,0.126592,0.108937,0.12145,0.110707
JCHAIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0358013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068149,0.0,0.0,0.0346245,0.0326374,0.0,0.374189,1.04533,0.736204
JDP2,1.93242,2.28047,1.56102,1.47776,1.67955,1.47457,2.34777,2.81371,2.24293,2.53178,2.814,2.81351,1.52735,1.84,1.752,1.14693,0.815606,1.009,1.21587,2.30184,2.65948,2.39174,2.39868,2.37917,2.29543,2.6267,2.47956
JHY,0.420461,0.367855,0.403214,0.280298,0.212996,0.32921,0.357233,0.300696,0.390502,0.271126,0.330549,0.35265,0.323064,0.455799,0.441478,0.348694,0.38828,0.330755,0.239286,0.170248,0.18696,0.403904,0.516994,0.417983,0.276463,0.2975,0.228773
JKAMP,20.8968,20.5838,27.4713,23.6774,22.0622,23.3864,16.896,13.649,16.6063,18.7351,18.146,18.4767,22.11,21.7547,21.1428,12.6029,13.584,14.394,16.012,5.71216,8.85615,18.1956,18.0877,18.151,16.6976,15.3978,15.4526
JMJD1C,2.43534,2.47069,2.59563,2.87036,2.67801,2.5891,3.2666,1.88036,3.88745,2.8547,2.95445,2.86375,3.14199,2.87726,2.96156,0.465763,0.65037,0.625328,1.73761,0.269543,0.645341,2.80911,4.39737,4.20101,2.09164,1.28099,1.56937
JMJD4,6.47091,7.10984,4.58467,5.80273,5.56327,6.51945,7.41081,8.50071,7.14827,5.82946,6.52301,6.24467,5.66956,4.79029,4.99171,10.6833,11.0087,10.7131,8.7932,11.1456,10.0295,5.52067,5.43167,5.23967,7.76161,8.18277,7.21148
JMJD6,3.04631,2.80714,3.07645,2.72973,2.67164,2.82299,3.48538,3.47238,3.16832,3.46358,3.47486,3.44276,3.27028,3.15138,3.36592,5.99874,6.20089,6.20562,2.63002,2.94137,2.71661,3.68725,2.93999,3.15139,3.11864,3.49929,3.27315
JMJD7,5.51109,5.06074,3.1895,3.79192,3.51512,3.45764,3.53101,3.49232,4.05683,4.19934,3.09963,2.87945,4.02374,3.00764,3.35142,4.74565,4.4379,4.36353,5.57236,9.03959,7.77432,3.73386,2.26158,3.49902,3.38578,4.43941,3.90146
JMJD7-PLA2G4B,0.00249914,0.00034429,0.0716895,0.592771,8.92148e-05,0.839707,0.96201,0.778065,0.454744,0.510326,9.96855e-06,0.0964966,0.00230744,0.681435,0.660491,0.36147,0.23089,3.46859e-05,0.000476225,0.555971,0.00173337,0.000130371,0.732382,0.555132,0.000140681,0.000113683,0.00041968
JMJD8,19.187,21.0101,15.5673,17.5385,18.8198,18.4962,18.7915,22.5916,18.8763,18.6263,17.1894,20.1067,17.4586,15.688,21.2412,27.8521,25.5996,25.8107,26.95,37.7267,31.9882,17.42,17.3608,17.2225,21.1298,22.0766,21.1673
JMY,8.37951,7.78491,7.00484,5.19971,5.85905,4.66123,8.27748,6.959,8.96875,8.92066,8.47605,8.16329,7.22896,8.64316,8.53154,2.81299,3.22317,3.27331,3.5823,1.03164,2.27423,9.07077,11.4582,11.1884,6.79758,5.71931,5.65769
JOSD1,7.37732,7.98392,6.34903,6.79877,7.36018,6.17463,7.67579,8.09372,7.32526,7.60379,7.95073,7.80867,6.44471,7.64282,7.91054,15.674,15.5946,14.7881,7.24357,9.16661,9.12333,8.2577,7.9778,7.7096,7.22257,7.90305,7.65589
JOSD2,16.9209,16.6512,14.1177,17.1163,17.6265,19.3384,12.9254,15.2226,13.3237,12.0641,12.0353,10.7511,12.9996,13.0968,16.6411,55.7711,50.9893,48.1289,20.598,33.5412,23.5377,14.07,10.287,8.85604,14.197,16.5027,16.8894
JPH1,1.3908,1.41828,1.31711,1.54425,1.58477,1.74281,1.18,0.925841,1.22724,1.2627,0.857604,1.00789,1.06831,1.26467,1.17288,0.576181,0.636303,0.713527,1.7165,0.766238,1.49462,1.24973,1.04856,1.18163,1.22965,1.25892,1.08762
JPH2,0.0,0.00708417,0.0,0.0353371,0.0136534,0.00715152,0.0,0.0,0.0,0.0,0.00673236,0.0,0.0,0.0,0.0,0.0129199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00674029
JPH3,1.41388,1.50263,0.861761,1.48804,1.60286,1.32059,3.05522,3.20307,2.81123,1.68064,1.74956,1.70351,1.11565,1.59354,1.78914,3.13151,2.83289,2.97937,1.79241,2.51398,2.28125,2.11934,1.5319,1.44524,1.7662,1.9902,1.77144
JPH4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118253,0.0119161,0.0,0.0,0.0,0.0128605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133714,0.0
JPT1,19.6517,16.2719,24.2325,26.9001,23.0955,29.8601,13.6862,16.2248,13.3938,16.3702,15.031,16.1927,17.1994,15.7897,18.3997,27.5014,25.7065,26.519,21.6905,28.1362,24.0164,16.5178,14.0236,13.792,18.4363,20.8967,22.5574
JPT2,58.596,59.2108,58.3962,69.8351,70.1924,66.4362,59.4308,62.5569,56.6208,65.3878,64.9281,64.3558,60.9869,67.5701,62.281,135.197,133.536,132.886,88.3279,90.123,95.209,86.8605,82.0291,82.3686,73.9058,78.1753,78.0867
JRK,2.42613,2.7562,1.72811,2.35547,2.24353,2.06243,5.09106,5.29386,5.16511,4.45912,4.41166,4.62874,2.17081,2.17237,2.1149,5.12323,4.31265,4.22053,4.54993,6.42755,5.62217,4.26149,3.86064,3.74015,4.66841,5.47901,4.88741
JRKL,2.17489,2.4675,2.60515,2.35848,2.38066,2.26514,1.89678,1.98738,2.37846,1.97226,2.21205,1.80504,2.59362,2.85114,2.66217,0.654694,0.820145,0.848517,1.09785,0.375632,0.496684,2.10398,2.85556,3.35424,2.03503,1.42297,2.09773
JSRP1,0.0,0.0,0.0,0.0600619,0.0,0.0,0.0,0.0,0.0553226,0.0,0.116191,0.0,0.0,0.0,0.0,0.0284378,0.0276757,0.0,0.162619,0.0603823,0.0327085,0.0279938,0.0,0.0,0.0,0.0,0.060483
JTB,111.905,116.498,102.24,94.3392,89.1875,90.0249,105.613,124.037,97.6078,90.1402,102.254,94.7723,103.649,101.646,95.1498,136.074,121.507,126.568,119.227,150.211,138.096,111.073,96.5082,99.9673,109.156,123.518,119.872
JUN,32.0079,23.8723,22.9628,38.8343,34.0283,34.0725,38.7296,40.9759,37.5514,34.6234,38.1252,38.9381,22.4581,31.1751,31.6023,18.6085,19.0983,19.6125,26.0339,32.6902,30.4873,38.9201,38.4269,38.9438,32.0028,33.4935,32.5322
JUNB,35.1272,35.3486,26.5303,61.2046,62.4112,61.2709,124.486,149.802,114.708,120.774,127.354,132.05,31.6831,43.1324,34.6189,99.6463,83.4531,87.8468,69.3882,101.829,86.7442,133.164,117.152,121.628,109.569,118.958,117.535
JUND,301.868,293.92,193.728,192.359,193.201,186.403,242.66,305.465,237.677,209.954,209.843,237.644,202.636,275.383,277.86,290.15,253.959,253.633,213.239,342.061,286.744,367.88,336.686,361.453,255.061,272.024,266.44
JUP,102.425,108.886,76.8733,102.997,107.922,100.734,130.216,149.726,133.35,134.092,130.219,140.677,77.0788,95.4609,111.578,186.535,174.19,178.18,110.757,164.729,144.815,134.916,126.539,127.193,127.996,143.708,135.617
KAAG1,0.118331,0.112234,0.217105,0.0738141,0.247252,0.148886,0.107292,0.174593,0.107952,0.101617,0.105975,0.1839,0.0372043,0.225774,0.143801,0.0,0.0,0.0340738,0.0369872,0.393696,0.153322,0.179533,0.104532,0.0365035,0.036838,0.0839382,0.115321
KALRN,0.627896,0.439055,0.511556,0.535913,0.575891,0.464837,0.875693,0.900771,0.884001,0.86377,0.887585,0.849696,0.589903,0.625125,0.727692,0.310179,0.297463,0.368489,0.522334,0.612512,0.547496,0.647828,0.721093,0.689133,0.762358,0.834636,0.824776
KANK1,0.393663,0.393824,0.374915,0.390045,0.36178,0.37159,0.566163,0.483873,0.606044,0.450415,0.655955,0.623108,0.361293,0.395204,0.442351,0.533808,0.568766,0.485339,0.609917,0.439219,0.591219,0.405903,0.513934,0.381237,0.306324,0.394043,0.354486
KANK2,9.96762,11.2599,7.60857,9.39311,10.3795,9.23248,11.2239,10.7917,10.7808,10.7563,11.2816,11.5575,7.72987,9.85108,9.95269,15.2722,15.0184,15.4718,12.7504,14.4688,14.3833,11.0587,10.3208,10.4707,11.2749,11.2181,12.0056
KANK3,0.165016,0.142182,0.06756,0.123983,0.207074,0.108885,0.274534,0.231496,0.248331,0.267485,0.15605,0.261696,0.120725,0.052758,0.0165217,0.376135,0.396662,0.299493,0.189268,0.388217,0.330964,0.242356,0.131346,0.118245,0.137163,0.268443,0.185111
KANK4,0.0,0.0,0.0,0.0,0.0,0.0,0.0124605,0.0,0.0,0.0,0.0,0.0,0.0,0.0274675,0.0128938,0.0125348,0.0188909,0.0,0.0,0.0,0.0,0.0,0.0178399,0.0,0.0,0.00721011,0.0132686
KANSL1,2.58154,2.61298,2.35693,2.56669,2.65693,2.40934,3.61296,3.27716,3.48427,3.08064,2.87716,2.99978,2.41621,2.60264,3.18075,2.72965,2.8459,2.39394,2.51744,1.84585,2.51713,2.95875,3.18261,2.88174,2.93631,2.49724,2.78567
KANSL1L,0.50845,0.549354,0.496089,0.471522,0.554309,0.454256,0.500056,0.540074,0.595838,0.440846,0.563108,0.403002,0.565955,0.525239,0.524989,0.269837,0.307425,0.345337,0.359211,0.0960099,0.171556,0.525054,0.655264,0.695029,0.374748,0.305754,0.309316
KANSL2,8.10639,8.60526,9.30832,9.77037,10.3075,8.23015,9.17503,9.81109,8.20624,9.71702,9.23375,9.17547,9.16686,7.27888,7.54457,8.87811,9.4141,9.93201,11.686,9.98314,11.2819,8.65677,9.2479,9.0141,9.93296,9.72577,10.1362
KANSL3,6.47575,7.22446,5.05491,4.84404,5.59043,4.83671,5.98194,5.83892,5.6534,5.40043,5.2442,6.09262,5.39372,5.52701,5.81346,6.53,6.98687,7.04263,6.10505,6.49628,7.21409,5.26788,5.68495,5.40529,5.60332,5.34669,5.38067
KARS,51.9764,54.5386,58.3714,70.4325,68.9078,65.6001,58.4551,59.8079,53.7975,64.585,66.3249,65.8121,56.5328,50.4556,55.6569,63.8856,62.2006,66.3143,71.482,63.2275,68.0575,68.6184,66.3092,68.4516,74.3712,78.2168,74.4424
KAT14,5.64689,5.01247,5.03118,5.85413,5.44142,5.32464,5.16174,5.00325,4.91958,4.95937,5.06649,4.78923,5.9232,4.67357,5.53547,5.72506,5.41301,5.45254,6.76353,5.47911,6.59103,5.12864,5.13773,5.12986,5.47344,4.87106,4.95649
KAT2A,5.2735,7.258,4.66353,7.73419,7.05876,6.60758,4.76603,4.4058,5.2152,4.41572,4.80606,4.26281,5.66846,5.88158,5.7036,7.85367,8.84028,8.40543,8.44784,9.79236,8.89601,4.11526,4.57953,3.99644,6.37114,6.42302,5.58178
KAT2B,5.87156,6.31947,5.09815,5.32891,5.01507,4.33159,5.5075,4.26679,5.63731,6.21918,6.62842,5.90453,5.83673,6.71704,6.60756,3.68896,4.41584,4.36988,5.28755,1.86998,3.29249,5.93732,5.81271,6.71868,4.80981,4.13443,3.98488
KAT5,11.245,10.7347,10.0428,12.0047,13.583,13.6373,15.0133,17.8628,14.2392,15.6173,15.3305,14.7363,10.0029,10.5358,11.467,19.9897,17.2034,16.8743,17.5718,24.7352,21.1883,15.1076,13.5753,14.4635,15.1645,15.4561,15.4917
KAT6A,3.2207,3.40325,2.99497,3.0026,3.18036,2.65327,3.74377,2.63895,4.14845,3.89561,4.08255,3.72522,3.11178,3.7187,3.8823,1.70979,2.19482,1.98835,2.8243,1.04457,2.07154,4.12096,4.56721,4.46887,3.40975,2.89929,3.05489
KAT6B,5.908,5.31835,5.73235,4.93831,5.50341,4.44282,7.29442,4.86034,7.71647,5.84841,5.48721,5.40146,5.63846,6.09798,6.37897,1.67856,2.0278,1.8043,3.68497,1.33329,2.29826,5.87132,6.96083,6.86084,5.54583,4.22177,4.32076
KAT7,19.7542,20.6903,22.1139,22.5604,22.3592,21.2124,19.831,19.9979,20.711,22.6575,20.8701,21.8988,20.3882,20.7782,21.0853,22.6448,21.8982,23.1448,22.2147,22.1994,24.9751,22.1394,21.765,21.2199,22.7316,21.8505,21.4446
KAT8,10.1817,11.2141,8.3104,8.5939,8.69126,8.33408,11.9625,15.0193,12.6568,10.905,12.003,12.5182,9.13559,10.3076,10.6823,9.03457,7.36537,8.26082,10.3742,15.4721,12.4759,12.7493,11.2249,11.4732,11.9494,15.4556,14.1233
KATNA1,5.86404,5.38744,6.52697,6.42593,5.00757,7.06366,4.22431,3.85586,4.73101,5.72535,4.95128,5.07562,5.57711,4.47009,5.78692,3.39242,3.47019,3.13676,4.52677,1.91871,2.89925,5.60861,6.06994,6.14135,5.42369,4.32475,4.93847
KATNAL1,0.504345,0.925274,0.665035,0.506128,0.609067,0.57163,0.30191,0.177786,0.258665,0.335308,0.274594,0.321834,0.591398,0.614387,0.533751,0.24856,0.352413,0.273122,0.428007,0.129918,0.230124,0.265513,0.453324,0.457333,0.250435,0.295994,0.349666
KATNAL2,0.215439,0.200446,0.213347,0.390809,0.21509,0.238343,0.209771,0.0772348,0.151708,0.164373,0.0959305,0.174651,0.13091,0.191519,0.214443,0.180127,0.102628,0.147036,0.21081,0.0798617,0.18576,0.166205,0.181335,0.164752,0.195104,0.210156,0.243129
KATNB1,1.87426,2.57927,1.91562,2.43158,2.22582,2.21199,2.65754,2.79026,2.1443,2.67098,2.93029,2.79994,1.59532,1.79881,2.67951,5.69588,5.34472,4.9211,3.19748,4.88527,4.48358,2.71266,2.4717,2.20929,3.23108,2.78177,3.34652
KATNBL1,2.93405,2.99467,3.52073,3.03348,2.54573,3.31619,1.96312,2.25346,2.02584,3.01129,2.8651,2.28651,3.10261,2.75556,2.58562,2.73166,2.26261,2.52529,2.38129,1.56905,1.96,2.78031,2.64258,3.00373,3.2696,3.00093,3.31456
